Stimulus_Side,ITI,Previous_Response,Previous_RT,Response,RT,Trial_Time_Onset,Trial_Time_End,Trial_Order,Participant,Task
RIGHT,500.000001,"('Time_Max_Exceeded', 500.48660000004475)",0,RIGHT,448.8256,02:32.1,02:32.7,16,S2,ResponseSelection
RIGHT,1400.000003,"('Time_Max_Exceeded', 1400.6979000000115)",0,RIGHT,361.0865,02:34.2,02:34.7,17,S2,ResponseSelection
RIGHT,833.333335,"('Time_Max_Exceeded', 833.840299999963)",0,RIGHT,348.4112,02:35.6,02:36.2,18,S2,ResponseSelection
LEFT,600.0000012,"('Time_Max_Exceeded', 600.5137999999874)",0,RIGHT,338.4727,02:36.8,02:37.4,19,S2,ResponseSelection
RIGHT,1216.666669,"('Time_Max_Exceeded', 1218.6224000000152)",0,RIGHT,469.288,02:38.6,02:39.3,20,S2,ResponseSelection
LEFT,516.6666677,"('Time_Max_Exceeded', 0.44070000001283915)",0,LEFT,367.8581,02:39.8,02:40.4,21,S2,ResponseSelection
LEFT,566.6666678,"('Time_Max_Exceeded', 567.2631999999567)",0,LEFT,345.3817,02:41.0,02:41.6,22,S2,ResponseSelection
LEFT,1216.666669,"('Time_Max_Exceeded', 1217.623299999957)",0,LEFT,350.6221,02:42.8,02:43.4,23,S2,ResponseSelection
LEFT,950.0000019,"('Time_Max_Exceeded', 950.8187000000135)",0,LEFT,403.5408,02:44.3,02:45.0,24,S2,ResponseSelection
RIGHT,1316.666669,"('Time_Max_Exceeded', 1317.9255999999668)",0,RIGHT,365.1564,02:46.3,02:46.9,25,S2,ResponseSelection
LEFT,1333.333336,"('Time_Max_Exceeded', 1333.8702000000353)",0,LEFT,355.8895,02:48.3,02:48.8,26,S2,ResponseSelection
LEFT,1316.666669,"('Time_Max_Exceeded', 1317.2493999999801)",0,LEFT,504.7713,02:50.2,02:50.9,27,S2,ResponseSelection
RIGHT,1050.000002,"('Time_Max_Exceeded', 1050.4724999999553)",0,RIGHT,393.9054,02:52.0,02:52.6,28,S2,ResponseSelection
RIGHT,716.6666681,"('Time_Max_Exceeded', 717.1637999999803)",0,RIGHT,375.1608,02:53.3,02:53.9,29,S2,ResponseSelection
LEFT,1050.000002,"('Time_Max_Exceeded', 1050.7068000000004)",0,LEFT,371.0649,02:55.0,02:55.6,30,S2,ResponseSelection
RIGHT,1416.66667,"('Time_Max_Exceeded', 1417.1395000000189)",0,RIGHT,296.6195,02:57.0,02:57.5,31,S2,ResponseSelection
RIGHT,650.0000013,"('Time_Max_Exceeded', 649.4686000000343)",0,RIGHT,401.4524,02:58.2,02:58.8,32,S2,ResponseSelection
LEFT,1033.333335,"('Time_Max_Exceeded', 1036.1981000000355)",0,LEFT,360.5674,02:59.9,03:00.4,33,S2,ResponseSelection
RIGHT,783.3333349,"('Time_Max_Exceeded', 784.0388000000189)",0,RIGHT,328.0058,03:01.3,03:01.8,34,S2,ResponseSelection
LEFT,1283.333336,"('Time_Max_Exceeded', 1283.9890999999852)",0,LEFT,401.113,03:03.1,03:03.7,35,S2,ResponseSelection
LEFT,1200.000002,"('Time_Max_Exceeded', 1200.4752999999937)",0,LEFT,476.3849,03:04.9,03:05.7,36,S2,ResponseSelection
LEFT,1433.333336,"('Time_Max_Exceeded', 1433.8275000000067)",0,LEFT,410.3888,03:07.1,03:07.7,37,S2,ResponseSelection
LEFT,866.6666684,"('Time_Max_Exceeded', 867.1135000000163)",0,LEFT,429.3045,03:08.6,03:09.3,38,S2,ResponseSelection
LEFT,500.000001,"('Time_Max_Exceeded', 500.4725999999664)",0,LEFT,400.2234,03:09.8,03:10.4,39,S2,ResponseSelection
LEFT,1016.666669,"('Time_Max_Exceeded', 1017.4284999999941)",0,LEFT,391.5991,03:11.4,03:12.1,40,S2,ResponseSelection
RIGHT,1150.000002,"('Time_Max_Exceeded', 1154.1515999999774)",0,LEFT,381.101,03:13.2,03:13.8,41,S2,ResponseSelection
LEFT,616.6666679,"('Time_Max_Exceeded', 617.3392000000035)",0,LEFT,494.9974,03:14.5,03:15.2,42,S2,ResponseSelection
RIGHT,1066.666669,"('Time_Max_Exceeded', 1067.4240000000168)",0,RIGHT,364.117,03:16.3,03:16.9,43,S2,ResponseSelection
LEFT,1066.666669,"('Time_Max_Exceeded', 1067.5363000000289)",0,LEFT,367.8632,03:18.0,03:18.5,44,S2,ResponseSelection
LEFT,716.6666681,"('Time_Max_Exceeded', 717.2555000000216)",0,LEFT,373.4105,03:19.3,03:19.9,45,S2,ResponseSelection
RIGHT,600.0000012,"('Time_Max_Exceeded', 600.4993999999897)",0,RIGHT,431.1574,03:20.5,03:21.1,46,S2,ResponseSelection
RIGHT,1350.000003,"('Time_Max_Exceeded', 1350.7360000000403)",0,RIGHT,331.7945,03:22.5,03:23.1,47,S2,ResponseSelection
RIGHT,766.6666682,"('Time_Max_Exceeded', 767.2708000000057)",0,RIGHT,323.4267,03:23.9,03:24.4,48,S2,ResponseSelection
LEFT,683.3333347,"('Time_Max_Exceeded', 683.8220000000206)",0,LEFT,401.7966,03:25.1,03:25.7,49,S2,ResponseSelection
RIGHT,1300.000003,"('Time_Max_Exceeded', 1300.4945000000134)",0,RIGHT,318.5185,03:27.0,03:27.6,50,S2,ResponseSelection
RIGHT,900.0000018,"('Time_Max_Exceeded', 900.484199999994)",0,RIGHT,345.2381,03:28.5,03:29.1,51,S2,ResponseSelection
LEFT,650.0000013,"('Time_Max_Exceeded', 650.5009999999629)",0,LEFT,360.0219,03:29.7,03:30.3,52,S2,ResponseSelection
LEFT,883.3333351,"('Time_Max_Exceeded', 883.8518999999678)",0,LEFT,389.0315,03:31.2,03:31.8,53,S2,ResponseSelection
RIGHT,1333.333336,"('Time_Max_Exceeded', 1333.8428000000135)",0,RIGHT,315.5889,03:33.2,03:33.7,54,S2,ResponseSelection
LEFT,766.6666682,"('Time_Max_Exceeded', 769.794700000034)",-0.948,LEFT,371.4443,03:34.5,03:35.1,55,S2,ResponseSelection
LEFT,1133.333336,"('Time_Max_Exceeded', 1134.1199999999958)",0,LEFT,383.7389,03:36.3,03:36.9,56,S2,ResponseSelection
LEFT,1466.66667,"('Time_Max_Exceeded', 1467.143300000032)",0,LEFT,400.9301,03:38.4,03:39.0,57,S2,ResponseSelection
RIGHT,1133.333336,"('Time_Max_Exceeded', 1135.077200000012)",0,RIGHT,393.5988,03:40.1,03:40.7,58,S2,ResponseSelection
LEFT,1500.000003,"('Time_Max_Exceeded', 1500.4677000000015)",0,LEFT,379.7565,03:42.3,03:42.9,59,S2,ResponseSelection
LEFT,1233.333336,"('Time_Max_Exceeded', 1234.0694000000099)",0,LEFT,389.2485,03:44.1,03:44.7,60,S2,ResponseSelection
LEFT,1383.333336,"('Time_Max_Exceeded', 1383.78849999998)",0,LEFT,362.4698,03:46.1,03:46.7,61,S2,ResponseSelection
RIGHT,800.0000016,"('Time_Max_Exceeded', 800.5145000000198)",0,LEFT,379.9605,03:47.5,03:48.1,62,S2,ResponseSelection
LEFT,1350.000003,"('Time_Max_Exceeded', 0.5466000000069471)",0,LEFT,389.8909,03:49.5,03:50.1,63,S2,ResponseSelection
RIGHT,566.6666678,"('Time_Max_Exceeded', 570.6124000000159)",0,RIGHT,416.1506,03:50.7,03:51.3,64,S2,ResponseSelection
RIGHT,700.0000014,"('Time_Max_Exceeded', 700.4389999999603)",0,RIGHT,488.5148,03:52.1,03:52.8,65,S2,ResponseSelection
LEFT,933.3333352,"('Time_Max_Exceeded', 934.0281000000346)",0,LEFT,511.6786,03:53.7,03:54.5,66,S2,ResponseSelection
LEFT,1400.000003,"('Time_Max_Exceeded', 1400.5456000000436)",0,LEFT,399.6245,03:55.9,03:56.5,67,S2,ResponseSelection
RIGHT,750.0000015,"('Time_Max_Exceeded', 754.3805000000248)",0,RIGHT,375.1654,03:57.3,03:57.9,68,S2,ResponseSelection
RIGHT,983.3333353,"('Time_Max_Exceeded', 984.7841999999787)",0,RIGHT,385.4852,03:58.9,03:59.5,69,S2,ResponseSelection
LEFT,666.666668,"('Time_Max_Exceeded', 667.4338999999918)",0,LEFT,381.8657,04:00.2,04:00.8,70,S2,ResponseSelection
RIGHT,683.3333347,"('Time_Max_Exceeded', 683.8470000000143)",0,RIGHT,348.2823,04:01.5,04:02.1,71,S2,ResponseSelection
LEFT,800.0000016,"('Time_Max_Exceeded', 800.7000000000062)",0,LEFT,324.4978,04:02.9,04:03.4,72,S2,ResponseSelection
RIGHT,666.666668,"('Time_Max_Exceeded', 667.5204999999664)",0,RIGHT,344.8805,04:04.1,04:04.7,73,S2,ResponseSelection
LEFT,1300.000003,"('Time_Max_Exceeded', 1300.5082000000243)",0,LEFT,351.5674,04:06.0,04:06.6,74,S2,ResponseSelection
LEFT,1166.666669,"('Time_Max_Exceeded', 1167.214300000012)",0,LEFT,411.1512,04:07.8,04:08.4,75,S2,ResponseSelection
LEFT,700.0000014,"('Time_Max_Exceeded', 700.4322999999886)",0,LEFT,425.4414,04:09.1,04:09.8,76,S2,ResponseSelection
LEFT,750.0000015,"('Time_Max_Exceeded', 750.7530999999972)",0,LEFT,376.5447,04:10.5,04:11.1,77,S2,ResponseSelection
LEFT,1416.66667,"('Time_Max_Exceeded', 1417.4061999999594)",0,LEFT,420.3279,04:12.6,04:13.2,78,S2,ResponseSelection
LEFT,1116.666669,"('Time_Max_Exceeded', 1117.158800000027)",0,LEFT,407.5296,04:14.4,04:15.0,79,S2,ResponseSelection
LEFT,833.333335,"('Time_Max_Exceeded', 834.080599999993)",0,LEFT,380.7366,04:15.8,04:16.4,80,S2,ResponseSelection
LEFT,783.3333349,"('Time_Max_Exceeded', 784.06769999998)",0,LEFT,350.3208,04:17.3,04:17.8,81,S2,ResponseSelection
RIGHT,616.6666679,"('Time_Max_Exceeded', 619.4038000000432)",-0.132,RIGHT,441.5217,04:18.5,04:19.1,82,S2,ResponseSelection
LEFT,966.6666686,"('Time_Max_Exceeded', 967.1724000000381)",0,LEFT,336.241,04:20.1,04:20.7,83,S2,ResponseSelection
LEFT,1483.333336,"('Time_Max_Exceeded', 1483.837000000051)",0,LEFT,418.4321,04:22.2,04:22.8,84,S2,ResponseSelection
LEFT,1250.000003,"('Time_Max_Exceeded', 1250.5342000000041)",0,LEFT,371.7411,04:24.1,04:24.7,85,S2,ResponseSelection
RIGHT,1233.333336,"('Time_Max_Exceeded', 1235.014700000022)",0,RIGHT,348.5631,04:25.9,04:26.5,86,S2,ResponseSelection
RIGHT,1016.666669,"('Time_Max_Exceeded', 1017.1583000000055)",0,RIGHT,321.629,04:27.6,04:28.1,87,S2,ResponseSelection
RIGHT,883.3333351,"('Time_Max_Exceeded', 883.95730000002)",0,RIGHT,329.5598,04:29.0,04:29.5,88,S2,ResponseSelection
LEFT,533.3333344,"('Time_Max_Exceeded', 533.8290999999913)",0,LEFT,436.1596,04:30.1,04:30.7,89,S2,ResponseSelection
RIGHT,1250.000003,"('Time_Max_Exceeded', 1250.8092999999576)",0,RIGHT,395.5062,04:32.0,04:32.6,90,S2,ResponseSelection
RIGHT,583.3333345,"('Time_Max_Exceeded', 583.8378000000262)",-0.885,RIGHT,510.2122,04:33.2,04:34.0,91,S2,ResponseSelection
RIGHT,1166.666669,"('Time_Max_Exceeded', 1167.1887999999626)",0,RIGHT,353.8952,04:35.2,04:35.7,92,S2,ResponseSelection
RIGHT,850.0000017,"('Time_Max_Exceeded', 850.6530000000225)",0,RIGHT,390.9004,04:36.6,04:37.2,93,S2,ResponseSelection
RIGHT,516.6666677,"('Time_Max_Exceeded', 517.1858999999586)",0,RIGHT,434.5861,04:37.8,04:38.4,94,S2,ResponseSelection
RIGHT,933.3333352,"('Time_Max_Exceeded', 933.9239999999904)",0,RIGHT,499.331,04:39.4,04:40.1,95,S2,ResponseSelection
RIGHT,1116.666669,"('Time_Max_Exceeded', 1117.373500000042)",0,RIGHT,478.3798,04:41.2,04:41.9,96,S2,ResponseSelection
LEFT,850.0000017,"('Time_Max_Exceeded', 850.469099999998)",0,LEFT,445.4426,04:42.8,04:43.5,97,S2,ResponseSelection
RIGHT,1466.66667,"('Time_Max_Exceeded', 1467.1352999999954)",0,RIGHT,329.4882,04:45.0,04:45.5,98,S2,ResponseSelection
LEFT,1100.000002,"('Time_Max_Exceeded', 1100.7283000000143)",0,LEFT,441.9845,04:46.6,04:47.3,99,S2,ResponseSelection
RIGHT,950.0000019,"('Time_Max_Exceeded', 950.8002000000033)",0,RIGHT,407.7033,04:48.3,04:48.9,100,S2,ResponseSelection
